key,text,region,cityname,citytype,district,street,bldnum,bldlist
1022,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 11:30-ից մինչև ժամը  14:00-նկդադարեցվիՈսկանյան և Մարտիկյան  փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Ոսկանյան փողոց,,
1022,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 11:30-ից մինչև ժամը  14:00-նկդադարեցվիՈսկանյան և Մարտիկյան  փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Մարտիկյան փողոց,,
1025,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 11:30-ից մինչև ժամը  15:00-նկդադարեցվիԵղեգնաձոր քաղաքի Պռոշյան և Համբարձումյան փողոցներիջրամատակարարումը։",Վայոց ձորի մարզ,Եղեգնաձոր,քաղաք,,Պռոշյան փողոց,,
1025,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 11:30-ից մինչև ժամը  15:00-նկդադարեցվիԵղեգնաձոր քաղաքի Պռոշյան և Համբարձումյան փողոցներիջրամատակարարումը։",Վայոց ձորի մարզ,Եղեգնաձոր,քաղաք,,Համբարձումյան փողոց,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Գործարանային փողոց,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,107-րդ թաղամաս,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Արևելյան փողոց,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Գայի փողոց,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Մանուշյան փողոց,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Սայաթ Նովայի փողոց,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Սայաթ Նովայի 2-րդ նրբանցք,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Սահմանապահներ փողոց,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Սահմանապահներ 2-րդ նրբանցք,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Արարատյան փողոց,,
1028,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 12:30-ից մինչև   ժամը  17։00-նկդադարեցվի Արմավիր քաղաքի 107-րդ թաղամասի /Արևելյան/, Գայի, Գործարանային, Մանուշյան, Սայաթ Նովա փողոցների, Սայաթ Նովա  2-րդ նրբանցքի, Սահմանապահներ փողոցի, Սահմանապահների 2-րդ նրբանցքի, Արարատյան փողոցի և Արարատյան 2-րդ նրբանցքիջրամատակարարումը։",Արմավիրի մարզ,Արմավիր,քաղաք,,Արարատյան 2-րդ նրբանցք,,
1030,31․01․21թ․,,,,,,,
1031,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ հունվարի 31-ինժամը 10:30-ից մինչև   ժամը  20:30-ըկդադարեցվի Բաշինջաղյան փողոցի169,  171 և  175շենքերիջրամատակարարումը։",Երևան,Երևան,քաղաք,Աջափնյակ,Բաշինջաղյան փողոց,,"169, 171, 175"
